Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;Quantity;Discount;Profit
1587;CA-2015-131338;9.08.2015;12.08.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;OFF-PA-10001357;Office Supplies;Paper;Xerox 1886;1437;3;0;68976
1588;CA-2015-131338;9.08.2015;12.08.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;OFF-FA-10000992;Office Supplies;Fasteners;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;1065;3;0;50055
1589;CA-2015-131338;9.08.2015;12.08.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;TEC-AC-10002600;Technology;Accessories;Belkin QODE FastFit Bluetooth Keyboard;2478;4;0;34692
1590;CA-2016-109911;12.05.2016;16.05.2016;Standard Class;VG-21805;Vivek Grady;Corporate;United States;Virginia Beach;Virginia;23464;South;OFF-AR-10001662;Office Supplies;Art;Rogers Handheld Barrel Pencil Sharpener;1096;4;0;29592
1591;US-2016-132423;15.04.2016;19.04.2016;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;Grapevine;Texas;76051;Central;OFF-AR-10001221;Office Supplies;Art;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;33488;7;2;58604
1592;US-2016-132423;15.04.2016;19.04.2016;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;Grapevine;Texas;76051;Central;OFF-FA-10002988;Office Supplies;Fasteners;Ideal Clamps;804;5;2;29145
1593;CA-2015-122826;23.06.2015;25.06.2015;Second Class;RD-19480;Rick Duston;Consumer;United States;Olympia;Washington;98502;West;TEC-PH-10004830;Technology;Phones;Pyle PRT45 Retro Home�Telephone;201568;4;2;226764
1594;CA-2014-117317;19.10.2014;19.10.2014;Same Day;JF-15490;Jeremy Farry;Consumer;United States;Los Angeles;California;90032;West;OFF-PA-10004519;Office Supplies;Paper;Spiral Phone Message Books with Labels by Adams;1344;3;0;65856
1595;CA-2015-118423;24.03.2015;27.03.2015;First Class;DP-13390;Dennis Pardue;Home Office;United States;Peoria;Illinois;61604;Central;FUR-BO-10000362;Furniture;Bookcases;Sauder Inglewood Library Bookcases;359058;3;3;-359058
1596;CA-2017-149181;8.05.2017;12.05.2017;Standard Class;MD-17350;Maribeth Dona;Consumer;United States;Columbus;Ohio;43229;East;FUR-CH-10004540;Furniture;Chairs;Global Chrome Stack Chair;47992;2;3;-20568
1597;CA-2017-132234;16.10.2017;18.10.2017;First Class;MY-17380;Maribeth Yedwab;Corporate;United States;New York City;New York;10011;East;FUR-FU-10001290;Furniture;Furnishings;Executive Impressions Supervisor Wall Clock;5473;13;0;175136
1598;CA-2017-158876;19.11.2017;21.11.2017;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;OFF-PA-10000308;Office Supplies;Paper;Xerox 1901;16896;4;2;528
1599;CA-2017-158876;19.11.2017;21.11.2017;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;OFF-SU-10001165;Office Supplies;Supplies;Acme Elite Stainless Steel Scissors;6672;1;2;5004
1600;CA-2017-158876;19.11.2017;21.11.2017;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;OFF-AR-10003373;Office Supplies;Art;Boston School Pro Electric Pencil Sharpener, 1670;99136;4;2;86744
1601;CA-2017-158876;19.11.2017;21.11.2017;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;FUR-FU-10001967;Furniture;Furnishings;Telescoping Adjustable Floor Lamp;15992;2;6;-13993
1602;CA-2016-164672;8.05.2016;13.05.2016;Second Class;GB-14530;George Bell;Corporate;United States;Dover;Delaware;19901;East;FUR-FU-10001488;Furniture;Furnishings;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";21196;2;0;42392
1603;US-2016-132857;11.12.2016;17.12.2016;Standard Class;CA-12775;Cynthia Arntzen;Consumer;United States;Smyrna;Tennessee;37167;South;OFF-AR-10003251;Office Supplies;Art;Prang Drawing Pencil Set;6672;3;2;1668
1604;CA-2017-116645;30.11.2017;4.12.2017;Standard Class;ME-17725;Max Engle;Consumer;United States;Newark;Delaware;19711;East;OFF-AR-10001044;Office Supplies;Art;BOSTON Ranger #55 Pencil Sharpener, Black;15594;6;0;452226
1605;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;TEC-PH-10004700;Technology;Phones;PowerGen Dual USB Car Charger;3996;5;2;12987
1606;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-AR-10000823;Office Supplies;Art;Newell 307;546;3;0;15288
1607;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-AR-10004456;Office Supplies;Art;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;732;5;0;21228
1608;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-BI-10000050;Office Supplies;Binders;Angle-D Binders with Locking Rings, Label Holders;584;1;2;1971
1609;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-PA-10002377;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";2272;4;0;10224
1610;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-BI-10000591;Office Supplies;Binders;Avery Binder Labels;9336;3;2;32676
1611;CA-2014-156349;26.05.2014;30.05.2014;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Los Angeles;California;90008;West;FUR-BO-10000362;Furniture;Bookcases;Sauder Inglewood Library Bookcases;290666;2;15;273568
1612;CA-2014-156349;26.05.2014;30.05.2014;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Los Angeles;California;90008;West;TEC-PH-10000441;Technology;Phones;VTech DS6151;201584;2;2;201584
1613;CA-2014-156349;26.05.2014;30.05.2014;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Los Angeles;California;90008;West;TEC-PH-10002726;Technology;Phones;netTALK DUO VoIP Telephone Service;83984;2;2;31494
1614;CA-2017-138380;21.12.2017;25.12.2017;Standard Class;YS-21880;Yana Sorensen;Corporate;United States;Oakland;California;94601;West;OFF-ST-10003306;Office Supplies;Storage;Letter Size Cart;100002;7;0;2900058
1615;US-2016-113509;15.03.2016;19.03.2016;Standard Class;PL-18925;Paul Lucas;Home Office;United States;Philadelphia;Pennsylvania;19143;East;TEC-AC-10004855;Technology;Accessories;V7 USB Numeric Keypad;83976;3;2;-136461
1616;CA-2015-130022;10.08.2015;16.08.2015;Standard Class;JK-16120;Julie Kriz;Home Office;United States;Eagan;Minnesota;55122;Central;OFF-LA-10002787;Office Supplies;Labels;Avery 480;375;1;0;18
1617;CA-2015-130022;10.08.2015;16.08.2015;Standard Class;JK-16120;Julie Kriz;Home Office;United States;Eagan;Minnesota;55122;Central;OFF-LA-10002043;Office Supplies;Labels;Avery 489;414;4;0;19872
1618;CA-2015-130022;10.08.2015;16.08.2015;Standard Class;JK-16120;Julie Kriz;Home Office;United States;Eagan;Minnesota;55122;Central;OFF-AR-10001915;Office Supplies;Art;Peel-Off China Markers;2979;3;0;125118
1619;US-2016-118780;10.09.2016;14.09.2016;Second Class;PN-18775;Parhena Norris;Home Office;United States;New York City;New York;10011;East;OFF-ST-10000352;Office Supplies;Storage;Acco Perma 2700 Stacking Storage Drawers;5948;2;0;8922
1620;US-2016-118780;10.09.2016;14.09.2016;Second Class;PN-18775;Parhena Norris;Home Office;United States;New York City;New York;10011;East;OFF-PA-10000575;Office Supplies;Paper;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;669;1;0;30774
1621;CA-2017-108560;8.07.2017;15.07.2017;Standard Class;JC-15385;Jenna Caffey;Consumer;United States;Kent;Washington;98031;West;FUR-FU-10002937;Furniture;Furnishings;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";19846;2;0;9923
1622;CA-2017-108560;8.07.2017;15.07.2017;Standard Class;JC-15385;Jenna Caffey;Consumer;United States;Kent;Washington;98031;West;OFF-LA-10003930;Office Supplies;Labels;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;78648;8;0;3853752
1623;CA-2017-108560;8.07.2017;15.07.2017;Standard Class;JC-15385;Jenna Caffey;Consumer;United States;Kent;Washington;98031;West;OFF-BI-10001107;Office Supplies;Binders;GBC White Gloss Covers, Plain Front;23168;2;2;78192
1624;CA-2017-108560;8.07.2017;15.07.2017;Standard Class;JC-15385;Jenna Caffey;Consumer;United States;Kent;Washington;98031;West;TEC-AC-10003063;Technology;Accessories;Micro Innovations USB RF Wireless Keyboard with Mouse;50;2;0;105
1625;CA-2015-157084;19.12.2015;24.12.2015;Standard Class;JG-15160;James Galang;Consumer;United States;Los Angeles;California;90049;West;TEC-PH-10002922;Technology;Phones;ShoreTel ShorePhone IP 230 VoIP phone;67596;5;2;84495
1626;CA-2015-157084;19.12.2015;24.12.2015;Standard Class;JG-15160;James Galang;Consumer;United States;Los Angeles;California;90049;West;TEC-AC-10002049;Technology;Accessories;Plantronics Savi W720 Multi-Device Wireless Headset System;126585;3;0;556974
1627;CA-2015-164539;16.11.2015;22.11.2015;Standard Class;PO-19180;Philisse Overcash;Home Office;United States;New York City;New York;10011;East;OFF-AP-10002457;Office Supplies;Appliances;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;52325;5;0;1412775
1628;CA-2015-143119;24.09.2015;30.09.2015;Standard Class;MC-17275;Marc Crier;Consumer;United States;Lafayette;Louisiana;70506;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;5175;6;0;15525
1629;CA-2017-101049;21.06.2017;25.06.2017;Second Class;AS-10240;Alan Shonely;Consumer;United States;Cleveland;Ohio;44105;East;FUR-FU-10004415;Furniture;Furnishings;Stacking Tray, Side-Loading, Legal, Smoke;1792;5;2;2464
1630;CA-2017-101049;21.06.2017;25.06.2017;Second Class;AS-10240;Alan Shonely;Consumer;United States;Cleveland;Ohio;44105;East;OFF-BI-10001510;Office Supplies;Binders;Deluxe Heavy-Duty Vinyl Round Ring Binder;41256;6;7;-3438
1631;CA-2016-106530;8.05.2016;8.05.2016;Same Day;CL-12565;Clay Ludtke;Consumer;United States;Cleveland;Ohio;44105;East;OFF-ST-10002011;Office Supplies;Storage;Smead Adjustable Mobile File Trolley with Lockable Top;1006056;3;2;880299
1632;CA-2016-106530;8.05.2016;8.05.2016;Same Day;CL-12565;Clay Ludtke;Consumer;United States;Cleveland;Ohio;44105;East;OFF-PA-10002986;Office Supplies;Paper;Xerox 1898;10688;2;2;37408
1633;CA-2016-106530;8.05.2016;8.05.2016;Same Day;CL-12565;Clay Ludtke;Consumer;United States;Cleveland;Ohio;44105;East;OFF-PA-10004451;Office Supplies;Paper;Xerox 222;10368;2;2;36288
1634;CA-2016-106530;8.05.2016;8.05.2016;Same Day;CL-12565;Clay Ludtke;Consumer;United States;Cleveland;Ohio;44105;East;OFF-ST-10000649;Office Supplies;Storage;Hanging Personal Folder File;2512;2;2;157
1635;CA-2016-106530;8.05.2016;8.05.2016;Same Day;CL-12565;Clay Ludtke;Consumer;United States;Cleveland;Ohio;44105;East;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;58112;2;2;7264
1636;CA-2014-168984;26.11.2014;2.12.2014;Standard Class;NW-18400;Natalie Webber;Consumer;United States;Tigard;Oregon;97224;West;OFF-PA-10001166;Office Supplies;Paper;Xerox 2;15552;3;2;54432
1637;CA-2014-168984;26.11.2014;2.12.2014;Standard Class;NW-18400;Natalie Webber;Consumer;United States;Tigard;Oregon;97224;West;OFF-ST-10001097;Office Supplies;Storage;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;66908;5;2;-16727
1638;CA-2014-168984;26.11.2014;2.12.2014;Standard Class;NW-18400;Natalie Webber;Consumer;United States;Tigard;Oregon;97224;West;TEC-PH-10000038;Technology;Phones;Jawbone MINI JAMBOX Wireless Bluetooth Speaker;438336;4;2;-876672
1639;CA-2016-157266;26.05.2016;1.06.2016;Standard Class;TB-21280;Toby Braunhardt;Consumer;United States;Washington;District of Columbia;20016;East;OFF-PA-10002689;Office Supplies;Paper;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);1944;3;0;93312
1640;CA-2016-157266;26.05.2016;1.06.2016;Standard Class;TB-21280;Toby Braunhardt;Consumer;United States;Washington;District of Columbia;20016;East;OFF-BI-10004728;Office Supplies;Binders;Wilson Jones Turn Tabs Binder Tool for Ring Binders;964;2;0;44344
1641;CA-2016-157266;26.05.2016;1.06.2016;Standard Class;TB-21280;Toby Braunhardt;Consumer;United States;Washington;District of Columbia;20016;East;OFF-PA-10004675;Office Supplies;Paper;"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""";127;2;0;5842
1642;CA-2016-157266;26.05.2016;1.06.2016;Standard Class;TB-21280;Toby Braunhardt;Consumer;United States;Washington;District of Columbia;20016;East;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;4137;3;0;173754
1643;US-2014-134712;29.11.2014;4.12.2014;Standard Class;BS-11380;Bill Stewart;Corporate;United States;Skokie;Illinois;60076;Central;OFF-FA-10002780;Office Supplies;Fasteners;Staples;12624;2;2;3945
1644;CA-2015-111829;19.03.2015;20.03.2015;First Class;FH-14365;Fred Hopkins;Corporate;United States;Seattle;Washington;98115;West;OFF-ST-10000142;Office Supplies;Storage;Deluxe Rollaway Locking File with Drawer;124764;3;0;3493392
1645;CA-2015-111829;19.03.2015;20.03.2015;First Class;FH-14365;Fred Hopkins;Corporate;United States;Seattle;Washington;98115;West;TEC-CO-10001766;Technology;Copiers;Canon PC940 Copier;314993;7;0;14804671
1646;CA-2015-111829;19.03.2015;20.03.2015;First Class;FH-14365;Fred Hopkins;Corporate;United States;Seattle;Washington;98115;West;OFF-PA-10004359;Office Supplies;Paper;Multicolor Computer Printout Paper;2097;2;0;100656
1647;CA-2015-105221;1.11.2015;3.11.2015;First Class;VM-21685;Valerie Mitchum;Home Office;United States;Philadelphia;Pennsylvania;19140;East;TEC-AC-10002323;Technology;Accessories;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;3536;2;2;-3094
1648;CA-2015-105221;1.11.2015;3.11.2015;First Class;VM-21685;Valerie Mitchum;Home Office;United States;Philadelphia;Pennsylvania;19140;East;OFF-FA-10001135;Office Supplies;Fasteners;Brites Rubber Bands, 1 1/2 oz. Box;3168;2;2;-7128
1649;CA-2015-120341;26.09.2015;29.09.2015;Second Class;SF-20200;Sarah Foster;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10004224;Office Supplies;Binders;Catalog Binders with Expanding Posts;121104;6;7;-10092
1650;CA-2015-120341;26.09.2015;29.09.2015;Second Class;SF-20200;Sarah Foster;Consumer;United States;Philadelphia;Pennsylvania;19143;East;TEC-PH-10003357;Technology;Phones;Grandstream GXP2100 Mainstream Business Phone;45894;1;4;-91788
1651;CA-2014-135699;29.08.2014;29.08.2014;Same Day;HH-15010;Hilary Holden;Corporate;United States;San Francisco;California;94110;West;OFF-PA-10004475;Office Supplies;Paper;Xerox 1940;10992;2;0;538608
1652;CA-2014-135699;29.08.2014;29.08.2014;Same Day;HH-15010;Hilary Holden;Corporate;United States;San Francisco;California;94110;West;OFF-PA-10003001;Office Supplies;Paper;Xerox 1986;1336;2;0;64128
1653;US-2017-132444;18.11.2017;21.11.2017;First Class;CD-12280;Christina DeMoss;Consumer;United States;Seattle;Washington;98105;West;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;16968;6;0;458136
1654;US-2017-132444;18.11.2017;21.11.2017;First Class;CD-12280;Christina DeMoss;Consumer;United States;Seattle;Washington;98105;West;TEC-AC-10003832;Technology;Accessories;Imation�16GB Mini TravelDrive USB 2.0�Flash Drive;13252;4;0;543332
1655;US-2017-132444;18.11.2017;21.11.2017;First Class;CD-12280;Christina DeMoss;Consumer;United States;Seattle;Washington;98105;West;OFF-FA-10000611;Office Supplies;Fasteners;Binder Clips by OIC;296;2;0;14208
1656;US-2017-132444;18.11.2017;21.11.2017;First Class;CD-12280;Christina DeMoss;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10001116;Office Supplies;Binders;"Wilson Jones 1"" Hanging DublLock Ring Binders";8448;2;2;29568
1657;US-2017-132444;18.11.2017;21.11.2017;First Class;CD-12280;Christina DeMoss;Consumer;United States;Seattle;Washington;98105;West;OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;9594;3;0;9594
1658;CA-2014-127159;12.05.2014;15.05.2014;First Class;HL-15040;Hunter Lopez;Consumer;United States;Milwaukee;Wisconsin;53209;Central;FUR-FU-10000010;Furniture;Furnishings;DAX Value U-Channel Document Frames, Easel Back;3479;7;0;107849
1659;CA-2017-161809;20.01.2017;26.01.2017;Standard Class;TH-21100;Thea Hendricks;Consumer;United States;Los Angeles;California;90045;West;TEC-PH-10004922;Technology;Phones;RCA Visys Integrated PBX 8-Line Router;160776;3;2;100485
1660;CA-2017-127285;30.10.2017;6.11.2017;Standard Class;MM-18055;Michelle Moray;Consumer;United States;Seattle;Washington;98115;West;OFF-BI-10004330;Office Supplies;Binders;GBC Velobind Prepunched Cover Sets, Regency Series;88752;3;2;27735
1661;CA-2017-127285;30.10.2017;6.11.2017;Standard Class;MM-18055;Michelle Moray;Consumer;United States;Seattle;Washington;98115;West;OFF-BI-10002072;Office Supplies;Binders;Cardinal Slant-D Ring Binders;13904;2;2;5214
1662;CA-2017-144526;30.04.2017;6.05.2017;Standard Class;QJ-19255;Quincy Jones;Corporate;United States;Philadelphia;Pennsylvania;19143;East;TEC-PH-10002549;Technology;Phones;Polycom SoundPoint IP 450 VoIP phone;67758;5;4;-158102
1663;CA-2017-144526;30.04.2017;6.05.2017;Standard Class;QJ-19255;Quincy Jones;Corporate;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002353;Office Supplies;Binders;GBC VeloBind Cover Sets;13896;3;7;-9264
1664;CA-2016-128531;24.11.2016;26.11.2016;Second Class;NS-18505;Neola Schneider;Consumer;United States;Dallas;Texas;75217;Central;OFF-ST-10001325;Office Supplies;Storage;Sterilite Officeware Hinged File Box;4192;5;2;3668
1665;CA-2016-128531;24.11.2016;26.11.2016;Second Class;NS-18505;Neola Schneider;Consumer;United States;Dallas;Texas;75217;Central;TEC-AC-10002049;Technology;Accessories;Logitech G19 Programmable Gaming Keyboard;297576;3;2;-74394
1666;CA-2016-128531;24.11.2016;26.11.2016;Second Class;NS-18505;Neola Schneider;Consumer;United States;Dallas;Texas;75217;Central;OFF-FA-10002676;Office Supplies;Fasteners;Colored Push Pins;4344;3;2;8688
1667;CA-2016-128531;24.11.2016;26.11.2016;Second Class;NS-18505;Neola Schneider;Consumer;United States;Dallas;Texas;75217;Central;TEC-AC-10003023;Technology;Accessories;Logitech G105 Gaming Keyboard;94992;2;2;-23748
1668;CA-2016-128531;24.11.2016;26.11.2016;Second Class;NS-18505;Neola Schneider;Consumer;United States;Dallas;Texas;75217;Central;OFF-PA-10000167;Office Supplies;Paper;Xerox 1925;74352;3;2;23235
1669;CA-2016-128531;24.11.2016;26.11.2016;Second Class;NS-18505;Neola Schneider;Consumer;United States;Dallas;Texas;75217;Central;OFF-AR-10003405;Office Supplies;Art;Dixon My First Ticonderoga Pencil, #2;1404;3;2;15795
1670;US-2015-157154;10.01.2015;15.01.2015;Standard Class;MM-17920;Michael Moore;Consumer;United States;New York City;New York;10011;East;FUR-TA-10001889;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;1018104;4;4;-3733048
1671;CA-2017-159457;19.10.2017;26.10.2017;Standard Class;RD-19480;Rick Duston;Consumer;United States;Houston;Texas;77095;Central;TEC-PH-10002185;Technology;Phones;QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3;1668;3;2;52125
1672;CA-2016-107615;22.03.2016;25.03.2016;First Class;RB-19645;Robert Barroso;Corporate;United States;North Las Vegas;Nevada;89031;West;TEC-AC-10001013;Technology;Accessories;Logitech ClearChat Comfort/USB Headset H390;5858;2;0;193314
1673;CA-2017-111647;3.07.2017;7.07.2017;Standard Class;RD-19585;Rob Dowd;Consumer;United States;Plano;Texas;75023;Central;TEC-PH-10002726;Technology;Phones;netTALK DUO VoIP Telephone Service;167968;4;2;62988
1674;CA-2015-150560;11.12.2015;12.12.2015;First Class;SW-20455;Shaun Weien;Consumer;United States;Suffolk;Virginia;23434;South;OFF-LA-10003930;Office Supplies;Labels;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;19662;2;0;963438
1675;CA-2015-143077;17.09.2015;21.09.2015;Standard Class;SF-20965;Sylvia Foulston;Corporate;United States;Houston;Texas;77041;Central;FUR-FU-10003535;Furniture;Furnishings;Howard Miller Distant Time Traveler Alarm Clock;21936;2;6;-104196
1676;CA-2015-143077;17.09.2015;21.09.2015;Standard Class;SF-20965;Sylvia Foulston;Corporate;United States;Houston;Texas;77041;Central;OFF-BI-10000088;Office Supplies;Binders;GBC Imprintable Covers;6588;3;8;-102114
1677;CA-2016-122728;18.05.2016;24.05.2016;Standard Class;EB-13930;Eric Barreto;Consumer;United States;San Francisco;California;94110;West;OFF-ST-10000604;Office Supplies;Storage;Home/Office Personal File Carts;10428;3;0;2607
1678;CA-2016-122728;18.05.2016;24.05.2016;Standard Class;EB-13930;Eric Barreto;Consumer;United States;San Francisco;California;94110;West;OFF-PA-10004040;Office Supplies;Paper;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);1794;3;0;87906
1679;CA-2014-122882;7.09.2014;13.09.2014;Standard Class;SB-20290;Sean Braxton;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-ST-10002344;Office Supplies;Storage;"Carina 42""Hx23 3/4""W Media Storage Unit";64784;1;2;-145764
1680;CA-2014-122882;7.09.2014;13.09.2014;Standard Class;SB-20290;Sean Braxton;Corporate;United States;Philadelphia;Pennsylvania;19134;East;TEC-PH-10003589;Technology;Phones;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;32382;3;4;43176
1681;CA-2014-122882;7.09.2014;13.09.2014;Standard Class;SB-20290;Sean Braxton;Corporate;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10000758;Furniture;Furnishings;DAX Natural Wood-Tone Poster Frame;42368;2;2;84736
1682;CA-2014-122882;7.09.2014;13.09.2014;Standard Class;SB-20290;Sean Braxton;Corporate;United States;Philadelphia;Pennsylvania;19134;East;TEC-MA-10004679;Technology;Machines;StarTech.com 10/100 VDSL2 Ethernet Extender Kit;39954;4;7;-559356
1683;US-2016-101497;29.09.2016;1.10.2016;Second Class;PS-18760;Pamela Stobb;Consumer;United States;Los Angeles;California;90008;West;OFF-PA-10000176;Office Supplies;Paper;Xerox 1887;1897;1;0;91056
1684;CA-2016-147585;7.11.2016;12.11.2016;Standard Class;CB-12535;Claudia Bergmann;Corporate;United States;San Francisco;California;94110;West;FUR-FU-10002597;Furniture;Furnishings;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;1482;3;0;62244
1685;CA-2017-149489;24.04.2017;27.04.2017;First Class;DK-12835;Damala Kotsonis;Corporate;United States;Philadelphia;Pennsylvania;19143;East;OFF-AP-10002495;Office Supplies;Appliances;Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets;9928;2;2;1241
1686;CA-2017-149489;24.04.2017;27.04.2017;First Class;DK-12835;Damala Kotsonis;Corporate;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002813;Office Supplies;Binders;Avery Reinforcements for Hole-Punch Pages;1188;2;7;-99
1687;CA-2017-149489;24.04.2017;27.04.2017;First Class;DK-12835;Damala Kotsonis;Corporate;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002414;Office Supplies;Binders;GBC ProClick Spines for 32-Hole Punch;7518;2;7;-57638
1688;CA-2017-143798;10.12.2017;12.12.2017;First Class;AW-10840;Anthony Witt;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-PA-10000788;Office Supplies;Paper;Xerox 210;10368;2;2;36288
1689;CA-2017-143798;10.12.2017;12.12.2017;First Class;AW-10840;Anthony Witt;Consumer;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10004306;Furniture;Furnishings;Electrix Halogen Magnifier Lamp;31088;2;2;23316
1690;CA-2014-142839;16.08.2014;20.08.2014;Standard Class;TS-21610;Troy Staebel;Consumer;United States;Philadelphia;Pennsylvania;19143;East;FUR-TA-10001539;Furniture;Tables;Chromcraft Rectangular Conference Tables;853092;6;4;-2274912
1691;CA-2017-129833;9.12.2017;15.12.2017;Standard Class;HF-14995;Herbert Flentye;Consumer;United States;Indianapolis;Indiana;46203;Central;OFF-PA-10000575;Office Supplies;Paper;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;3345;5;0;15387
1692;CA-2017-129833;9.12.2017;15.12.2017;Standard Class;HF-14995;Herbert Flentye;Consumer;United States;Indianapolis;Indiana;46203;Central;OFF-BI-10004182;Office Supplies;Binders;Economy Binders;104;5;0;5096
1693;US-2016-154361;14.03.2016;19.03.2016;Standard Class;HZ-14950;Henia Zydlo;Consumer;United States;Columbus;Ohio;43229;East;FUR-FU-10004020;Furniture;Furnishings;Advantus Panel Wall Acrylic Frame;2188;5;2;62905
1694;US-2016-158708;26.06.2016;29.06.2016;Second Class;AB-10255;Alejandro Ballentine;Home Office;United States;Plano;Texas;75023;Central;TEC-AC-10003133;Technology;Accessories;Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive;13616;2;2;35742
1695;CA-2015-156335;25.09.2015;28.09.2015;Second Class;PO-19195;Phillina Ober;Home Office;United States;Bayonne;New Jersey;7002;East;TEC-AC-10002006;Technology;Accessories;Memorex Micro Travel Drive 16 GB;6396;4;0;198276
1696;CA-2015-156335;25.09.2015;28.09.2015;Second Class;PO-19195;Phillina Ober;Home Office;United States;Bayonne;New Jersey;7002;East;OFF-BI-10003314;Office Supplies;Binders;Tuff Stuff Recycled Round Ring Binders;1446;3;0;70854
1697;CA-2015-156335;25.09.2015;28.09.2015;Second Class;PO-19195;Phillina Ober;Home Office;United States;Bayonne;New Jersey;7002;East;TEC-PH-10002726;Technology;Phones;netTALK DUO VoIP Telephone Service;10498;2;0;5249
1698;CA-2015-148376;27.12.2015;31.12.2015;Standard Class;AG-10900;Arthur Gainer;Consumer;United States;Los Angeles;California;90008;West;OFF-AP-10000240;Office Supplies;Appliances;Belkin F9G930V10-GRY 9 Outlet Surge;10696;2;0;310184
1699;CA-2015-148376;27.12.2015;31.12.2015;Standard Class;AG-10900;Arthur Gainer;Consumer;United States;Los Angeles;California;90008;West;OFF-LA-10002381;Office Supplies;Labels;Avery 497;2156;7;0;103488
1700;CA-2014-135657;3.06.2014;7.06.2014;Second Class;SC-20725;Steven Cartwright;Consumer;United States;Seattle;Washington;98115;West;FUR-TA-10004086;Furniture;Tables;KI Adjustable-Height Table;51588;6;0;1134936
